sp.pop,Genus_species,Common_name,Population,Habitat_type,Habitat_open,Habitat_closed,Habitat_cat,Habitat_heterogenity,Activity_pattern,DisperseM,DisperseF,solitaryM,solitaryF,Solitary,MF,MF_adult_off,MFF,FMM,FFMM,FF,MM,Sex_specific_group,Sex_specific_solitaryM,Sex_specific_solitaryF,Sibling,Nbr_of_studies,Nbr_social_units,Nbr_papers_for_each_field_sites,IVSO,main_SO,calculation_main_SO,foraging_style,level_of_society,Disruption,Locomotion,mean_Male_Galan,mean_Female_Galan,mean_other_Galan,sd_Male_Galan,sd_Female_Galan,sd_other_Galan,mean_Fruits_galan,mean_Seeds_galan,mean_Leaves_galan,mean_Flowers_galan,mean_Animal_galan,sd_Fruits_galan,sd_Seeds_galan,sd_Leaves_galan,sd_Flowers_galan,sd_Animals_galan
sp,Microcebus_ravelobensis,Golden Brown Mouse Lemur, ,Forest,0,1,closed,1,Nocturnal, , ,8,7,7,2, , ,2,1,1,1,1, , , ,2,13, ,wp,solitary,0.538461538,solitary,one,none,AR,0.0517,0.05833,0.06, , , ,6, , , ,30, , , , , 
pop,Microcebus_ravelobensis,Golden Brown Mouse Lemur,"Forest reserve of Ankarafantsika, Northwestern Madagascar",Forest,0,1,closed,1,Nocturnal, , ,8,7,7,2, , ,2,1,1,1,1, , , , ,13,2,wp,solitary,0.538461538,solitary,one,none,AR,0.0517,0.05833,0.06, , , ,6, , , ,30, , , , , 
sp,Microcebus_rufus,Rufous Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_sambiranensis,Sambirano Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_simmonsi,Simmons' Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Microcebus_tavaratra,Tavaratra Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Miopithecus_ogouensis,Northern Talapoin Monkey, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Miopithecus_talapoin,Southern Talapoin Monkey, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , ,2,3, ,wp,FFMM,1,groups,ff,none,BOTH,1.38,1.12,1.25, , , , , , , , , , , , , 
pop,Miopithecus_talapoin,Southern Talapoin Monkey,"Ntsi-Belong, Gabon",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,BOTH,1.38,1.12,1.25, , , , , , , , , , , , , 
pop,Miopithecus_talapoin,Southern Talapoin Monkey,"Mbalmayo Forest Reserve, Cameroon",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , , ,2,1,none,FFMM,1,groups,ff,none,BOTH,1.38,1.12,1.25, , , , , , , , , , , , , 
sp,Mirza_coquereli,Coquerel's Giant Mouse Lemur, ,Forest,0,1,closed,1,Nocturnal, , ,22,19,19, , , , , , , , , , , ,1,19, ,none,solitary,1,solitary,one,none,AR,0.3104,0.3125,0.31,0.009050967,0.019091883, , , , , , , , , , , 
pop,Mirza_coquereli,Coquerel's Giant Mouse Lemur,"Kirindy Forest, Western Madagascar",Forest,0,1,closed,1,Nocturnal, , ,22,19,19, , , , , , , , , , , , ,19,1,none,solitary,1,solitary,one,none,AR,0.3104,0.3125,0.31,0.009050967,0.019091883, , , , , , , , , , , 
sp,Mirza_zaza,Northern giant Mouse Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Nasalis_larvatus,Proboscis Monkey, ,Forest_Wetland,0,1,closed,2,Diurnal,3, , , , , , ,46, ,6, , , , , , ,8,52, ,both,MFF,0.884615385,groups,both,yes,AR,21.02,10.48,15.75, , , ,40.3,37,51.9,3,2, , , , , 
pop,Nasalis_larvatus,Proboscis Monkey,"Samunsam Wildlife Sanctuary, Sarawak",Forest_Wetland,0,1,closed,2,Diurnal,1, , , , , , ,6, , , , , , , , , ,6,1,none,MFF,1,groups,ff,yes,AR,21.02,10.48,15.75, , , ,40.3,37,51.9,3,2, , , , , 
pop,Nasalis_larvatus,Proboscis Monkey,"Tanjung Puting National Park, Indonesia",Wetland,0,1,closed,1,Diurnal, , , , , , , ,10, , , , , , , , , ,10,1,none,MFF,1,groups,one,none,AR,21.02,10.48,15.75, , , ,40.3,37,51.9,3,2, , , , , 
pop,Nasalis_larvatus,Proboscis Monkey,"Lower Kinabatangan Region, Borneo",Forest_Wetland,0,1,closed,2,Diurnal,1, , , , , , ,2, , , , , , , , , ,2,1,none,MFF,1,groups,one,none,AR,21.02,10.48,15.75, , , ,40.3,37,51.9,3,2, , , , , 
pop,Nasalis_larvatus,Proboscis Monkey,"Labuk Bay Sanctuary, Sabah, Borneo",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,1, , , , , , , , , ,1,1,none,MFF,1,groups,one,yes,AR,21.02,10.48,15.75, , , ,40.3,37,51.9,3,2, , , , , 
pop,Nasalis_larvatus,Proboscis Monkey,"Kinabatangan River, Sabah, Borneo",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , ,10, ,3, , , , , , , ,13,4,wp,MFF,0.769230769,groups,one,yes,AR,21.02,10.48,15.75, , , ,40.3,37,51.9,3,2, , , , , 
pop,Nasalis_larvatus,Proboscis Monkey,"Gunung Palung National Park, Indonesia",Forest_Wetland,0,1,closed,2,Diurnal,1, , , , , , ,17, ,3, , , , , , , ,20,1,wp,MFF,0.85,groups,both,yes,AR,21.02,10.48,15.75, , , ,40.3,37,51.9,3,2, , , , , 
sp,Nomascus_concolor,Western Black Crested Gibbon, ,Forest,0,1,closed,1,Diurnal, , , , , , , ,11, , , , , , , , ,4,11, ,none,MFF,1,groups,one,none,AR,7.77,7.62,7.69, , , ,26, ,25, , , , , , , 
pop,Nomascus_concolor,Western Black Crested Gibbon,"Dazhaizi, Yunnan, China",Forest,0,1,closed,1,Diurnal, , , , , , , ,11, , , , , , , , , ,11,4,none,MFF,1,groups,one,none,AR,7.77,7.62,7.69, , , ,26, ,25, , , , , , , 
sp,Nomascus_gabriellae,Southern Yellow-Cheeked Crested Gibbon, ,Forest,0,1,closed,1,Diurnal, , , , , ,15,2,2, , , , , , , , ,2,19, ,wp,MF,0.789473684,groups,one,none,AR, ,5.233, , , , ,55.955, ,33.51,10.535, ,36.26750681, ,33.95526763,2.312239174, 
pop,Nomascus_gabriellae,Southern Yellow-Cheeked Crested Gibbon,"Cat Tien national Park, Vietnam",Forest,0,1,closed,1,Diurnal, , , , , ,15,2,2, , , , , , , , , ,19,2,wp,MF,0.789473684,groups,one,none,AR, ,5.233, , , , ,55.955, ,33.51,10.535, ,36.26750681, ,33.95526763,2.312239174, 
sp,Nomascus_hainanus,Hainan Crested-Gibbon, ,Forest,0,1,closed,1,Diurnal,6, , , , ,2, ,7, , , , , , , , ,3,9, ,wp,MFF,0.777777778,groups,one,yes,AR,6.61,6.56333, , , , ,64.8, ,28.8,0.6,0.3, , , , , 
pop,Nomascus_hainanus,Hainan Crested-Gibbon,"Bawangling National Nature Reserve, China",Forest,0,1,closed,1,Diurnal,6, , , , ,2, ,7, , , , , , , , , ,9,3,wp,MFF,0.777777778,groups,one,yes,AR,6.61,6.56333, , , , ,64.8, ,28.8,0.6,0.3, , , , , 
sp,Nomascus_leucogenys,Northern White-Cheeked Crested Gibbon, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Nomascus_nasutus,Eastern Black Crested Gibbon/Cao Vit Gibbon, ,Forest,0,1,closed,1,Diurnal, , , , , ,1, ,4, , , , , , , , ,1,5, ,wp,MFF,0.8,groups, ,none,AR, , , , , , ,86.6, ,4.7, ,0.5, , , , , 
pop,Nomascus_nasutus,Eastern Black Crested Gibbon/Cao Vit Gibbon,"Bangliang Nature Reserve, Guangxi, China",Forest,0,1,closed,1,Diurnal, , , , , ,1, ,4, , , , , , , , , ,5,1,wp,MFF,0.8,groups,one,none,AR, , , , , , ,86.6, ,4.7, ,0.5, , , , , 
sp,Nomascus_siki,Southern White-Cheeked Crested Gibbon, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Nycticebus_bengalensis,Sody's Slow Loris, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Nycticebus_coucang,Sunda Slow Loris, ,Forest,0,1,closed,1,Nocturnal, , ,5,5,5,4, , , , ,1, , , , , ,1,9, ,wp,solitary,0.555555556,solitary,one,none,AR,0.679,0.626,0.65, , , ,22.5, , , ,2.5, , , , , 
pop,Nycticebus_coucang,Sunda Slow Loris,"Perak, Malaysia",Forest,0,1,closed,1,Nocturnal, , ,5,5,5,4, , , , ,1, , , , , , ,9,1,wp,solitary,0.555555556,solitary,one,none,AR,0.679,0.626,0.65, , , ,22.5, , , ,2.5, , , , , 
sp,Nycticebus_javanicus,Javan Slow Loris, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Nycticebus_menagensis,Philippine Slow Loris, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Nycticebus_pygmaeus,Pygmy Slow Loris, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Otolemur_crassicaudatus,Brown Greater Galago, , ,0,0,,1,Nocturnal, , ,10,6,6, , , , , , , , , , , ,1,6, ,none,solitary,1,solitary,one,none,AR,1.19,1.11,1.15, , , ,21, , , ,5, , , , , 
pop,Otolemur_crassicaudatus,Brown Greater Galago,"Northern Transvaal, South Africa",Forest,0,1,closed,1,Nocturnal, , ,10,6,6, , , , , , , , , , , , ,6,1,none,solitary,1,solitary,one,none,AR,1.19,1.11,1.15, , , ,21, , , ,5, , , , , 
sp,Otolemur_garnettii,Northern Greater Galago, , ,0,0,,1,Nocturnal, , ,14,11,10,2, , , , , ,1, , , , ,1,12, ,both,solitary,0.833333333,solitary_groups,one,none,AR,0.794,0.734,0.76, , , ,20, , , ,6, , , , , 
pop,Otolemur_garnettii,Northern Greater Galago,"Gedi, Kenya",Forest,0,1,closed,1,Nocturnal, , ,6,7,6, , , , , , ,1, , , , , ,6,1,none,solitary,1,solitary_groups,one,none,AR,0.794,0.734,0.76, , , ,20, , , ,6, , , , , 
pop,Otolemur_garnettii,Northern Greater Galago,"Diani, Kenya",Forest,0,1,closed,1,Nocturnal, , ,8,4,4,2, , , , , , , , , , , ,6,1,wp,solitary,0.666666667,solitary_groups,one,none,AR,0.794,0.734,0.76, , , ,20, , , ,6, , , , , 
sp,Otolemur_monteiri,Silvery Greater Galago, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Pan_paniscus,Bonobo / Gracile(Pygmy) Chimpanzee, ,Forest_Wetland,0,1,closed,2,Diurnal,,, , , ,,,,,11,,,,, ,,5,11,5,none,FFMM,1,groups,ff,yes,BOTH,45,33.2, , , , ,49,9,21,6, , , , , , 
pop,Pan_paniscus,Bonobo / Gracile(Pygmy) Chimpanzee,"Wamba, Zaire",Forest_Wetland,0,1,closed,2,Diurnal,, , ,,,,,,,5,,,,,,,,5,1,none,FFMM,1,groups,ff,yes,BOTH,45,33.2, , , , ,49,9,21,6, , , , , , 
pop,Pan_paniscus,Bonobo / Gracile(Pygmy) Chimpanzee,"Yalosidi, Zaire",Forest_Wetland,0,1,closed,2,Diurnal,6,1, ,,,,,,,1,,,,,,,,1,1,none,FFMM,1,groups,ff,none,BOTH,45,33.2, , , , ,49,9,21,6, , , , , , 
pop,Pan_paniscus,Bonobo / Gracile(Pygmy) Chimpanzee,"Lomako Forest, Congo",Forest_Wetland,0,1,closed,2,Diurnal,1,1, ,,,,,,,3, , , , , , ,,3,1,none,FFMM,1,groups,ff,none,BOTH,45,33.2, , , , ,49,9,21,6, , , , , , 
pop,Pan_paniscus,Bonobo / Gracile(Pygmy) Chimpanzee,"Lui Kotale, Congo",Forest_Wetland,0,1,closed,2,Diurnal, , , , , , , , , ,1, , , , , , ,,1,1,none,FFMM,1,groups,ff,none,BOTH,45,33.2, , , , ,49,9,21,6, , , , , , 
pop,Pan_paniscus,Bonobo / Gracile(Pygmy) Chimpanzee,"Hali-Hali, Congo",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , ,,1,1,none,FFMM,1,groups,ff,none,BOTH,45,33.2, , , , ,49,9,21,6, , , , , , 
sp,Pan_troglodytes,Chimpanzee, ,Forest_Wetland_Grassland_Artificial,1,1,both,2,Diurnal, , ,,,,,,, ,11,,,, , , ,8,11,11,none,FFMM,1,solitary_groups,ff,yes,BOTH,60,47.4,53.7, , , ,60.7, ,10.8,1.1,1.8, , , , , 
pop,Pan_troglodytes,Chimpanzee,"Taï National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal, , ,, , , , ,, ,2, , , , , , ,,2,2,none,FFMM,1,groups,ff,yes,BOTH,60,47.4,53.7, , , ,60.7, ,10.8,1.1,1.8, , , , , 
pop,Pan_troglodytes,Chimpanzee,"Kibale National Park, Uganda",Forest_Wetland,0,1,closed,2,Diurnal, , ,, , , , , , ,2,,,, , , ,,2,2,none,FFMM,1,groups,ff,none,BOTH,60,47.4,53.7, , , ,60.7, ,10.8,1.1,1.8, , , , , 
pop,Pan_troglodytes,Chimpanzee,"Kahuzi-Biega National Park, Congo",Forest,0,1,closed,1,Diurnal, , ,, , , , , , ,1,,,, , , , ,1,1,none,FFMM,1,groups,ff,none,BOTH,60,47.4,53.7, , , ,60.7, ,10.8,1.1,1.8, , , , , 
pop,Pan_troglodytes,Chimpanzee,"Mahale Mountains, Tanzania",Forest,0,1,closed,1,Diurnal, , ,, , , , , , ,1,,,, , , , ,1,1,none,FFMM,1,groups,ff,yes,BOTH,60,47.4,53.7, , , ,60.7, ,10.8,1.1,1.8, , , , , 
pop,Pan_troglodytes,Chimpanzee,"Gombe National Park, Tanzania",Forest_Grassland,1,1,both,2,Diurnal, , , , , , , , , ,2,,,, , , , ,2,2,none,FFMM,1,groups,ff,none,BOTH,60,47.4,53.7, , , ,60.7, ,10.8,1.1,1.8, , , , , 
pop,Pan_troglodytes,Chimpanzee,"Bossou, Guinea",Artificial_Forest,0,1,closed,2,Diurnal, , , , , , , ,, ,1,,,, , , , ,1,1,none,FFMM,1,groups,ff,yes,BOTH,60,47.4,53.7, , , ,60.7, ,10.8,1.1,1.8, , , , , 
pop,Pan_troglodytes,Chimpanzee,"Budongo Forest, Uganda",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1,,,, , , , ,1,1,none,FFMM,1,groups,ff,none,BOTH,60,47.4,53.7, , , ,60.7, ,10.8,1.1,1.8, , , , , 
pop,Pan_troglodytes,Chimpanzee,"Gashaka-Gumti National Park, Nigeria",Forest,0,1,closed,1,Diurnal, , ,,,,, ,, ,1,,,, , , , ,1,1,none,FFMM,1,solitary_groups,ff,none,BOTH,60,47.4,53.7, , , ,60.7, ,10.8,1.1,1.8, , , , , 
sp,Papio_anubis,Olive baboon, ,Woodland_Grassland_Rocky_Forest_Savanna_Wetland,1,1,both,3,Diurnal, , , , , , , ,2, ,18, , , , , , ,15,20, ,wp,FFMM,0.9,groups,ff,none,BOTH,21.1,12.2, , , , ,46,4,7, ,1, , , , , 
pop,Papio_anubis,Olive baboon,"Laikipia Plateau, Kenya",Woodland_Grassland_Rocky,1,1,both,3,Diurnal, , , , , , , , , ,5, , , , , , , ,5,4,none,FFMM,1,groups,one,none,BOTH,21.1,12.2, , , , ,46,4,7, ,1, , , , , 
pop,Papio_anubis,Olive baboon,"Awash National Park, Ethiopia",Savanna_Forest,1,1,both,2,Diurnal, , , , , , , , , ,2, , , , , , , ,2,2,none,FFMM,1,groups,one,none,BOTH,21.1,12.2, , , , ,46,4,7, ,1, , , , , 
pop,Papio_anubis,Olive baboon,"Gilgil, Kenya",Grassland_Rocky,1,0,open,2,Diurnal, , , , , , , , , ,2, , , , , , , ,2,2,none,FFMM,1,groups,one,none,BOTH,21.1,12.2, , , , ,46,4,7, ,1, , , , , 
pop,Papio_anubis,Olive baboon,"Masai Mara National Park, Kenya",Woodland_Grassland,1,1,both,2,Diurnal, , , , , , , , , ,2, , , , , , , ,2,2,none,FFMM,1,groups,one,none,BOTH,21.1,12.2, , , , ,46,4,7, ,1, , , , , 
pop,Papio_anubis,Olive baboon,"Gombe Stream National Park, Tanzania",Wetland_Grassland,1,1,both,2,Diurnal, , , , , , , ,1, ,7, , , , , , , ,8,3,wp,FFMM,0.875,groups,ff,none,BOTH,21.1,12.2, , , , ,46,4,7, ,1, , , , , 
pop,Papio_anubis,Olive baboon,"Gashaka-Gumti National Park, Nigeria",Grassland_Forest,1,1,both,2,Diurnal, , , , , , , ,1, , , , , , , , , ,1,2,none,MFF,1,groups,one,none,BOTH,21.1,12.2, , , , ,46,4,7, ,1, , , , , 
sp,Papio_cynocephalus,Yellow baboon, ,Grassland_Rocky_Wetland_Woodland_Forest_Savanna,1,1,both,4,Diurnal, , , , , , , ,3, ,26, , , , , , ,17,29, ,both,FFMM,0.896551724,groups,ff,none,T,21.8,12.3,17.05, , , ,10.1,14.7,12.5,3.6,2, , , , , 
pop,Papio_cynocephalus,Yellow baboon,"Gilgil, Kenya",Grassland_Rocky,1,0,open,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,ff,none,T,21.8,12.3,17.05, , , ,10.1,14.7,12.5,3.6,2, , , , , 
pop,Papio_cynocephalus,Yellow baboon,"Okavango Delta, Botsowana",Grassland_Wetland,1,1,both,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,T,21.8,12.3,17.05, , , ,10.1,14.7,12.5,3.6,2, , , , , 
pop,Papio_cynocephalus,Yellow baboon,"Natal Drakensberg, South Africa",Grassland_Rocky,1,0,open,2,Diurnal, , , , , , , , , ,5, , , , , , , ,5,1,none,FFMM,1,groups,ff,none,T,21.8,12.3,17.05, , , ,10.1,14.7,12.5,3.6,2, , , , , 
pop,Papio_cynocephalus,Yellow baboon,"Mikumi National Park, Tanzania",Wetland_Grassland_Woodland_Forest,1,1,both,4,Diurnal, , , , , , , ,1, ,2, , , , , , , ,3,2,wp,FFMM,0.666666667,groups,one,none,T,21.8,12.3,17.05, , , ,10.1,14.7,12.5,3.6,2, , , , , 
pop,Papio_cynocephalus,Yellow baboon,"Amboseli National Park, Kenya",Grassland_Wetland_Savanna,1,1,both,3,Diurnal, , , , , , , ,2, ,12, , , , , , , ,14,10,wp,FFMM,0.857142857,groups,one,none,T,21.8,12.3,17.05, , , ,10.1,14.7,12.5,3.6,2, , , , , 
pop,Papio_cynocephalus,Yellow baboon,"Ruhaha National Park, Tanzania",Savanna,1,0,open,1,Diurnal, , , , , , , , , ,5, , , , , , , ,5,2,none,FFMM,1,groups,one,none,T,21.8,12.3,17.05, , , ,10.1,14.7,12.5,3.6,2, , , , , 
sp,Papio_hamadryas,Hamadryas baboon, ,Woodland_Rocky_Artificial_Savanna_Forest,1,1,both,3,Diurnal,27, , , , , , ,6, ,6, , , , , , ,6,12, ,both,MFF_FFMM,0.5,groups,ml,none,T,16.9,9.9, , , , , , , , , , , , , , 
pop,Papio_hamadryas,Hamadryas baboon,"Taif City, Saudi Arabia",Woodland_Rocky_Artificial,1,1,both,3,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,ml,none,T,16.9,9.9, , , , , , , , , , , , , , 
pop,Papio_hamadryas,Hamadryas baboon,"Awash National Park, Filoha site, Ethiopia",Savanna_Forest,1,1,both,2,Diurnal,26, , , , , , ,4, ,4, , , , , , , ,8,4,wp,MFF_FFMM,0.5,groups,ml,none,T,16.9,9.9, , , , , , , , , , , , , , 
pop,Papio_hamadryas,Hamadryas baboon,Central Eritrea,Rocky,1,0,open,1,Diurnal,1, , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,ml,none,T,16.9,9.9, , , , , , , , , , , , , , 
sp,Papio_kindae,Kinda baboon, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Papio_papio,Guinea baboon, ,Shrubland_Savanna_Forest_Grassland_Wetland_Rocky,1,1,both,4,Diurnal,16, , , , , , ,65, ,178,3,2,2, , ,1,8,245, ,wp,FFMM,0.726530612,groups,ml,none,T,23,12, , , , ,60,17, , ,1.2, , , , , 
pop,Papio_papio,Guinea baboon,"Niokolo Koba National Park, Senegal",Shrubland_Savanna_Forest_Grassland,1,1,both,4,Diurnal,16, , , , , , ,65, ,177,3,2,2, , ,1, ,244,5,wp,FFMM,0.725409836,groups,both,none,T,23,12, , , , ,60,17, , ,1.2, , , , , 
pop,Papio_papio,Guinea baboon,"Moremi Game Reserve, Botsowana",Wetland_Grassland_Forest,1,1,both,3,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,ml,none,T,23,12, , , , ,60,17, , ,1.2, , , , , 
sp,Papio_ursinus,Chacma baboon, ,Shrubland_Desert_Wetland_Forest_Woodland_Rocky_Grassland,1,1,both,4,Diurnal,4, , , , , , ,7, ,53, , , , , , ,16,60, ,both,FFMM,0.883333333,groups,one,none,T,29.8,14.8, , , , ,45, ,19,10,3, , , , , 
pop,Papio_ursinus,Chacma baboon,"Kuiseb, Namib desert",Shrubland_Desert_Wetland_Forest,1,1,both,4,Diurnal, , , , , , , , , ,4, , , , , , , ,4,2,none,FFMM,1,groups,one,none,T,29.8,14.8, , , , ,45, ,19,10,3, , , , , 
pop,Papio_ursinus,Chacma baboon,"Mkuzi Game Reserve, Zululand, South-Africa",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,3, , , , , , , ,3,1,none,FFMM,1,groups,one,none,T,29.8,14.8, , , , ,45, ,19,10,3, , , , , 
pop,Papio_ursinus,Chacma baboon,"Wildcliff Nature Reserve, Western Cape, South Africa",Rocky_Forest_Grassland,1,1,both,3,Diurnal, , , , , , , ,1, ,1, , , , , , , ,2,1,wp,MFF_FFMM,0.5,groups,one,none,T,29.8,14.8, , , , ,45, ,19,10,3, , , , , 
pop,Papio_ursinus,Chacma baboon,"Honnet Nature Reserve, South Africa",Grassland_Rocky,1,0,open,2,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,T,29.8,14.8, , , , ,45, ,19,10,3, , , , , 
pop,Papio_ursinus,Chacma baboon,"Okavango Delta, Botsowana",Wetland,0,1,closed,1,Diurnal, , , , , , , , , ,7, , , , , , , ,7,3,none,FFMM,1,groups,one,none,T,29.8,14.8, , , , ,45, ,19,10,3, , , , , 
pop,Papio_ursinus,Chacma baboon,"Moremi Game Reserve, Botsowana",Wetland_Grassland_Forest,1,1,both,3,Diurnal, , , , , , , ,1, ,9, , , , , , , ,10,2,wp,FFMM,0.9,groups,one,none,T,29.8,14.8, , , , ,45, ,19,10,3, , , , , 
pop,Papio_ursinus,Chacma baboon,"Tsaobis Leopard Park, Namibia",Rocky_Grassland_Shrubland,1,0,open,3,Diurnal,2, , , , , , ,1, ,4, , , , , , , ,5,2,wp,FFMM,0.8,groups,one,none,T,29.8,14.8, , , , ,45, ,19,10,3, , , , , 
pop,Papio_ursinus,Chacma baboon,"Natal Drakensberg, South Africa",Grassland_Rocky,1,0,open,2,Diurnal,2, , , , , , ,4, ,24, , , , , , , ,28,4,wp,FFMM,0.857142857,groups,one,none,T,29.8,14.8, , , , ,45, ,19,10,3, , , , , 
sp,Perodicticus_potto,Western african Potto, ,Forest,0,1,closed,1,Nocturnal, , ,6,4,100,7, , , , , , , , , , ,2,107, ,wp,solitary,0.934579439,solitary,one,none,AR,0.83,0.836,0.83, , , ,65, ,4, ,10, , , , , 
pop,Perodicticus_potto,Central Potto,Gabon,Forest,0,1,closed,1,Nocturnal, , , , ,96,3, , , , , , , , , , , ,99,1,wp,solitary,0.96969697,solitary,one,none,AR,0.83,0.836,0.83, , , ,65, ,4, ,10, , , , , 
pop,Perodicticus_potto,Central Potto,"Bakossiland, Cameroon",Forest,0,1,closed,1,Nocturnal, , ,6,4,4,4, , , , , , , , , , , ,8,1,wp,solitary,0.5,solitary_groups,one,none,AR,0.83,0.836,0.83, , , ,65, ,4, ,10, , , , , 
sp,Phaner_electromontis,Montagne d'Ambre Fork-marked Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Phaner_furcifer,Masoala Fork-Marked Lemur, ,Forest,0,1,closed,1,Nocturnal, , ,1,1,1,11, , ,1, , , , , , , ,1,13, ,wp,MF,0.846153846,solitary,one,none,AR,0.328,0.351,200.17, , ,282.6022962, , , , , , , , , , 
pop,Phaner_furcifer,Masoala Fork-Marked Lemur,"Kirindy Forest, Western Madagascar",Forest,0,1,closed,1,Nocturnal, , ,1,1,1,11, , ,1, , , , , , , , ,13,1,wp,MF,0.846153846,solitary,one,none,AR,0.328,0.351,200.17, , ,282.6022962, , , , , , , , , , 
sp,Phaner_pallescens,Pale Fork-Marked Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Phaner_parienti,Sambirano Fork-Marked Lemur, , ,0,0,, ,Nocturnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Piliocolobus_badius,Upper Guinea Red Colobus / Red Colobus monkey, ,Forest,0,1,closed,1,Diurnal, , , , , , , , , ,2, , , , , , ,2,2, ,none,FFMM,1,groups,one,none,AR,8.3,8.2, , , , ,6, ,52,16, , , , , , 
pop,Piliocolobus_badius,Upper Guinea Red Colobus / Red Colobus monkey,"Taï National Park, Ivory Coast",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,8.3,8.2, , , , ,6, ,52,16, , , , , , 
pop,Piliocolobus_badius,Upper Guinea Red Colobus / Red Colobus monkey,"Kibale Forest, Uganda",Forest,0,1,closed,1,Diurnal, , , , , , , , , ,1, , , , , , , ,1,1,none,FFMM,1,groups,one,none,AR,8.3,8.2, , , , ,6, ,52,16, , , , , , 
sp,Piliocolobus_bouvieri,Bouvier's Red Colobus, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Piliocolobus_epieni,Niger Delta Red Colobus, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
sp,Piliocolobus_gordonorum,Udzungwa Red Colobus, , ,0,0,, ,Diurnal, , , , , , , , , , , , , , , , ,0, , , , , , , ,none, , , , , , , , , , , , , , , , , 
